feature,rank_value
gnomad_exp_hom_lof,5.0
gnomad_pLI,2.5
gtex_kidney,1.6666666666666665
gnomad_max_af,1.25
gnomad_classic_caf,0.9428571428571428
gtex_adrenal_gland,0.7952380952380952
gnomad_p,0.753968253968254
max_mgi_kid,0.6666666666666666
gtex_skeletal_muscle,0.5472222222222223
metanephric_nTPM,0.5222222222222223
gtex_pancreas,0.44696969696969696
gtex_liver,0.4242424242424242
gtex_endometrium,0.38461538461538464
gtex_retina,0.3412698412698413
avg_phasCons_exons,0.31348039215686274
gtex_pituitary_gland,0.3031217750257998
gnomad_syn_z,0.2991013071895425
gtex_esophagus,0.28487886382623223
gtex_small_intestine,0.2795106639146887
gtex_spinal_cord,0.24559947299077733
no_paralogues_75,0.23474025974025975
ureteric_bud_nTPM,0.22962544701675136
no_paralogues_85,0.21486578139501677
gtex_colon,0.1999597423510467
gtex_skin,0.19480519480519481
gtex_cervix,0.18005892158815698
metanephric_perc_expr,0.178350357862553
gtex_spleen,0.17360606178811047
gnomad_gene_length,0.17175007463800568
gtex_salivary_gland,0.1692780337941628
gtex_urinary_bladder,0.16007546007546009
gtex_adipose_tissue,0.15767089093701997
gtex_breast,0.14870233880276923
gtex_ovary,0.1426144907723855
no_paralogues_95,0.1380584697846194
gnomad_obs_mis_pphen,0.13747350446857837
fetal_kidney_tau,0.13584243598778484
gtex_heart_muscle,0.12891023371654647
gtex_fallopian_tube,0.12738265124406295
vascular_endothelial_nTPM,0.12470117601696548
gtex_brain_median,0.12229574670612406
gtex_thyroid_gland,0.12190260719672484
gtex_vagina,0.11968408784198258
gtex_prostate,0.11925875738159217
gnomad_oe_syn,0.11709260280688852
gtex_testis,0.11685056136275648
gnomad_lof_z,0.11680824260915794
gnomad_exp_mis_pphen,0.10813950844341855
vascular_endothelial_perc_expr,0.10455965255714943
gnomad_n_sites,0.10188116308314732
gtex_tau,0.10183843503610945
gnomad_oe_mis_pphen,0.10016052667554376
gtex_lung,0.0985039470333588
ureteric_bud_perc_expr,0.09470618757606843
gtex_stomach,0.09208599278358609
gnomad_possible_mis_pphen,0.08804919218712322
stromal_nTPM,0.08746998523562574
mesangial_perc_expr,0.08361008361008361
gnomad_possible_mis,0.08222293926012511
gnomad_oe_lof,0.08099025583227557
gnomad_mu_mis,0.0797106033048417
gnomad_mis_z,0.07946524064171123
gnomad_oe_lof_upper_rank,0.07903844093451623
gnomad_mu_lof,0.07785057988215638
gnomad_obs_syn,0.07455891127518818
stromal_perc_expr,0.07396837601290124
mesangial_nTPM,0.07336628514655458
gnomad_possible_lof,0.07298072857434462
avg_phasCons_promoter,0.0723889673571877
gnomad_possible_syn,0.07197723342646781
gnomad_exp_mis,0.07154069000323308
avg_exon_CpG_o2e_ratio,0.07011713776419659
gnomad_exp_lof,0.06898207056101793
gnomad_mu_syn,0.06814846327302217
CL_1001111_me,0.06690747709735051
CL_1000768_me,0.06488841405508072
gnomad_exp_syn,0.06438363666169133
gnomad_cds_length,0.06294582610372083
CL_1000849_me,0.06208984647192617
prom_CpG_o2e_ratio,0.06120676238268526
gnomad_num_coding_exons,0.06046638530101686
CL_0002306_pc,0.0593089716548129
CL_1001106_pc,0.05918022740311897
gnomad_obs_mis,0.05903845641176138
CL_0000115_pc,0.058596181108642384
CL_1001431_pc,0.05801846509544986
gnomad_obs_lof,0.0576937480239367
CL_1000692_me,0.057254391877992666
gnomad_oe_mis,0.057214371927357836
CL_1001107_pc,0.05613225376156411
CL_1001318_pc,0.05607270971925672
CL_1001107_me,0.05594519256004007
CL_1000692_pc,0.055305005972437954
CL_1001106_me,0.05500804495393102
CL_1001111_pc,0.05486503764407243
gnomad_pRec,0.054465008702387414
CL_1000452_pc,0.054393102007678384
CL_1001318_me,0.053336962135627324
CL_0000653_pc,0.053311128347857825
CL_0000653_me,0.05208832074155296
CL_1001432_pc,0.05186631011283532
CL_0000115_me,0.05153216299353217
CL_1000768_pc,0.05102671996633705
CL_1000849_pc,0.05083685645252153
CL_1000452_me,0.050118722279467766
CL_1001431_me,0.04966913129188963
CL_1001432_me,0.04856017585638395
CL_0002306_me,0.04772627958444341
gnomad_pNull,0.04595650696568128
