feature,rank_value
gnomad_pLI,5.0
gtex_kidney,2.5
gnomad_p,1.6666666666666665
gtex_adipose_tissue,1.25
max_mgi_kid,1.0
gnomad_exp_hom_lof,0.7857142857142857
gnomad_max_af,0.7619047619047619
gtex_brain_median,0.6
gtex_spinal_cord,0.5179292929292929
gtex_adrenal_gland,0.5040404040404041
gtex_liver,0.48535353535353537
gnomad_syn_z,0.39194139194139194
gtex_lung,0.3824346405228758
gtex_colon,0.36123963755542704
avg_phasCons_exons,0.3316849816849817
gtex_skeletal_muscle,0.30525210084033616
no_paralogues_75,0.26865079365079364
gtex_retina,0.26166415284062344
gnomad_oe_syn,0.25896464646464645
gtex_salivary_gland,0.24843776106934
gtex_fallopian_tube,0.23553677706601245
gnomad_oe_mis_pphen,0.229421407052986
gtex_esophagus,0.2244397993311037
gtex_ovary,0.21962903935520567
gtex_small_intestine,0.21295854760791647
no_paralogues_85,0.20538302277432713
gnomad_gene_length,0.19084249084249083
gtex_urinary_bladder,0.1690855851314109
gtex_vagina,0.16791871501238498
metanephric_perc_expr,0.16739926739926742
gtex_cervix,0.15547235023041475
gtex_stomach,0.1550527632165005
metanephric_nTPM,0.14802514057732274
gnomad_oe_lof,0.14705486234898
gtex_pituitary_gland,0.14574261158592833
mesangial_nTPM,0.14065046420677696
gnomad_obs_lof,0.12910774861994373
mesangial_perc_expr,0.1247801074501973
gtex_tau,0.12137447237643732
gtex_skin,0.1198108741540945
gtex_thyroid_gland,0.1195508385606727
vascular_endothelial_perc_expr,0.11773543916401058
gtex_endometrium,0.11534694354461797
gtex_heart_muscle,0.11513320895148105
gnomad_pRec,0.11424313990103463
gtex_testis,0.11398218834551602
no_paralogues_95,0.11006367921171682
avg_exon_CpG_o2e_ratio,0.10820698271917784
gnomad_lof_z,0.10707084074019557
vascular_endothelial_nTPM,0.10535855308789596
fetal_kidney_tau,0.10405150150519193
ureteric_bud_nTPM,0.09995970508816755
gtex_pancreas,0.09888685500766756
gnomad_pNull,0.09549019607843137
avg_phasCons_promoter,0.09430370137603886
gnomad_n_sites,0.09390756646887191
gnomad_classic_caf,0.08813004734057366
prom_CpG_o2e_ratio,0.08609064272388779
gnomad_oe_mis,0.08605804504422015
gnomad_cds_length,0.08005821094063988
stromal_nTPM,0.0794685726196637
CL_1000768_me,0.07853766615294532
CL_1000849_me,0.07628604272439889
stromal_perc_expr,0.07547989205054093
gtex_prostate,0.07450538122774414
CL_1001432_me,0.0736862327085441
ureteric_bud_perc_expr,0.07255886253693088
gnomad_oe_lof_upper_rank,0.07051223421259856
CL_1001318_pc,0.07036734816478293
CL_1001318_me,0.06989061072202708
gtex_breast,0.0698216240499504
CL_1001111_pc,0.06973171140244952
CL_0002306_pc,0.06948035704033342
CL_1000849_pc,0.06945998954412864
CL_0000653_me,0.0693129242907003
CL_1000452_pc,0.06793763095361656
CL_1001107_me,0.06773222216783811
CL_1001111_me,0.0646356796392552
CL_1000452_me,0.0641570684465739
CL_0000653_pc,0.06337396551760707
CL_1001432_pc,0.0632471018875266
CL_1001106_pc,0.06272720511676336
CL_1001431_pc,0.06257223168987874
CL_1000692_me,0.06220992089123584
gnomad_exp_mis_pphen,0.06216105481515894
CL_1001107_pc,0.06201232099954378
CL_0000115_pc,0.061952734668565906
CL_1000768_pc,0.061662374622108294
CL_1001431_me,0.060211334636621996
CL_1000692_pc,0.05944988353830031
gnomad_mis_z,0.05895168019125975
CL_0000115_me,0.05750689514010978
gnomad_possible_mis_pphen,0.05727962067443683
gnomad_obs_mis_pphen,0.05653208662327203
CL_1001106_me,0.05590023433144303
CL_0002306_me,0.05525580685464407
gnomad_possible_mis,0.05406897744833497
gtex_spleen,0.053808681410371026
gnomad_possible_syn,0.05256745355041999
gnomad_possible_lof,0.050551988856383866
gnomad_exp_syn,0.05012740473076434
gnomad_exp_mis,0.04944093101157989
gnomad_obs_mis,0.04811771308448774
gnomad_mu_syn,0.04811058633681462
gnomad_obs_syn,0.047738295389731185
gnomad_mu_mis,0.04764685905318847
gnomad_num_coding_exons,0.04745130626702343
gnomad_mu_lof,0.04718661597116701
gnomad_exp_lof,0.04709657484886843
