feature,rank_value
max_mgi_kid,5.0
gnomad_max_af,2.5
gnomad_oe_lof_upper_rank,1.6666666666666665
gtex_liver,1.25
gnomad_syn_z,1.0
gnomad_oe_lof,0.7857142857142857
no_paralogues_85,0.7011904761904761
gnomad_oe_syn,0.5722222222222222
gtex_kidney,0.5496753246753247
avg_phasCons_exons,0.5282106782106782
gnomad_lof_z,0.47970085470085466
no_paralogues_75,0.4762626262626263
CL_1001432_me,0.38003663003663
gnomad_exp_mis_pphen,0.3586080586080586
gtex_tau,0.34285714285714286
gnomad_obs_mis_pphen,0.30187908496732024
no_paralogues_95,0.28173374613003094
gnomad_pNull,0.2808061821219716
CL_0000115_pc,0.24711994082703465
metanephric_nTPM,0.24372888743598126
gtex_adrenal_gland,0.23614718614718616
CL_1001431_me,0.22407773386034255
metanephric_perc_expr,0.1953293404729384
gnomad_pLI,0.18034675643957887
gtex_lung,0.07530529172320218
gtex_heart_muscle,0.07530529172320218
gtex_breast,0.07530529172320218
gtex_fallopian_tube,0.07530529172320218
gtex_esophagus,0.07530529172320218
gtex_endometrium,0.07530529172320218
gtex_colon,0.07530529172320218
gtex_cervix,0.07530529172320218
gtex_brain_median,0.07530529172320218
gtex_adipose_tissue,0.07530529172320218
gtex_ovary,0.07530529172320218
gtex_salivary_gland,0.07530529172320218
gtex_pancreas,0.07530529172320218
gtex_pituitary_gland,0.07530529172320218
vascular_endothelial_nTPM,0.07530529172320218
ureteric_bud_perc_expr,0.07530529172320218
ureteric_bud_nTPM,0.07530529172320218
stromal_perc_expr,0.07530529172320218
stromal_nTPM,0.07530529172320218
prom_CpG_o2e_ratio,0.07530529172320218
mesangial_perc_expr,0.07530529172320218
mesangial_nTPM,0.07530529172320218
gtex_vagina,0.07530529172320218
gtex_urinary_bladder,0.07530529172320218
gtex_thyroid_gland,0.07530529172320218
gtex_testis,0.07530529172320218
gtex_stomach,0.07530529172320218
gtex_spleen,0.07530529172320218
gtex_spinal_cord,0.07530529172320218
gtex_small_intestine,0.07530529172320218
gtex_skin,0.07530529172320218
gtex_skeletal_muscle,0.07530529172320218
gnomad_possible_mis_pphen,0.07530529172320218
gtex_retina,0.07530529172320218
gtex_prostate,0.07530529172320218
gnomad_possible_syn,0.07530529172320218
CL_0000115_me,0.07530529172320218
gnomad_possible_mis,0.07530529172320218
gnomad_possible_lof,0.07530529172320218
CL_1001431_pc,0.07530529172320218
CL_1001318_pc,0.07530529172320218
CL_1001318_me,0.07530529172320218
CL_1001111_pc,0.07530529172320218
CL_1001111_me,0.07530529172320218
CL_1001107_pc,0.07530529172320218
CL_1001107_me,0.07530529172320218
CL_1001106_pc,0.07530529172320218
CL_1001106_me,0.07530529172320218
CL_1000849_pc,0.07530529172320218
CL_1000849_me,0.07530529172320218
CL_1000768_pc,0.07530529172320218
CL_1000768_me,0.07530529172320218
CL_1000692_pc,0.07530529172320218
CL_1000692_me,0.07530529172320218
CL_1000452_pc,0.07530529172320218
CL_1000452_me,0.07530529172320218
CL_0002306_pc,0.07530529172320218
CL_0002306_me,0.07530529172320218
CL_0000653_pc,0.07530529172320218
CL_0000653_me,0.07530529172320218
CL_1001432_pc,0.07530529172320218
avg_exon_CpG_o2e_ratio,0.07530529172320218
avg_phasCons_promoter,0.07530529172320218
gnomad_mu_syn,0.07530529172320218
gnomad_pRec,0.07530529172320218
gnomad_p,0.07530529172320218
gnomad_oe_mis_pphen,0.07530529172320218
gnomad_oe_mis,0.07530529172320218
gnomad_obs_syn,0.07530529172320218
gnomad_obs_mis,0.07530529172320218
gnomad_obs_lof,0.07530529172320218
gnomad_num_coding_exons,0.07530529172320218
gnomad_n_sites,0.07530529172320218
gnomad_mu_mis,0.07530529172320218
fetal_kidney_tau,0.07530529172320218
gnomad_mu_lof,0.07530529172320218
gnomad_mis_z,0.07530529172320218
gnomad_gene_length,0.07530529172320218
gnomad_exp_syn,0.07530529172320218
gnomad_exp_mis,0.07530529172320218
gnomad_exp_lof,0.07530529172320218
gnomad_exp_hom_lof,0.07530529172320218
gnomad_classic_caf,0.07530529172320218
gnomad_cds_length,0.07530529172320218
vascular_endothelial_perc_expr,0.07530529172320218
