feature,perm_imp,scoring
no_paralogues_75,0.014729335442786429,roc_auc
max_mgi_kid,0.013474793891066428,roc_auc
no_paralogues_85,0.009806571635276673,roc_auc
no_paralogues_95,0.008926484501085264,roc_auc
avg_phasCons_exons,0.006147492109426622,roc_auc
gnomad_pLI,0.0060830954898516195,roc_auc
fetal_kidney_tau,0.005505513463663703,roc_auc
gtex_adrenal_gland,0.0046719349991652505,roc_auc
CL_0000653_pc,0.0045208812001621855,roc_auc
CL_1000849_pc,0.0038661822344832285,roc_auc
gnomad_obs_lof,0.0038085432848636636,roc_auc
gtex_liver,0.0037238736554225716,roc_auc
gtex_tau,0.0036344339060127907,roc_auc
metanephric_nTPM,0.003574807406406344,roc_auc
vascular_endothelial_nTPM,0.0029069906108139644,roc_auc
gnomad_n_sites,0.0029046055508297197,roc_auc
CL_0000653_me,0.0028879101309398523,roc_auc
CL_1000692_me,0.002780184921650819,roc_auc
gnomad_syn_z,0.002544859003203959,roc_auc
CL_1001106_pc,0.002451046643823118,roc_auc
gnomad_oe_lof_upper_rank,0.0023886375742350197,roc_auc
CL_1001432_me,0.0022745522049879784,roc_auc
CL_1001431_pc,0.002239173815221518,roc_auc
CL_1001107_pc,0.00220936056541825,roc_auc
CL_1000768_pc,0.0022018078754681312,roc_auc
CL_1000452_pc,0.0021008403361344463,roc_auc
gtex_kidney,0.001998282756811398,roc_auc
CL_0000115_pc,0.001972842116979301,roc_auc
gnomad_oe_mis_pphen,0.0018985077474698241,roc_auc
gtex_brain_median,0.0018750546576246974,roc_auc
ureteric_bud_nTPM,0.0018663094376824452,roc_auc
gnomad_exp_hom_lof,0.0018611418077165264,roc_auc
gnomad_oe_syn,0.001859551767727008,roc_auc
vascular_endothelial_perc_expr,0.001859551767727008,roc_auc
gnomad_oe_lof,0.0018504090377873261,roc_auc
gtex_pituitary_gland,0.0017681244683304342,roc_auc
avg_exon_CpG_o2e_ratio,0.0017593792483881821,roc_auc
gtex_endometrium,0.0016731195789574161,roc_auc
gtex_urinary_bladder,0.0016647718690124824,roc_auc
metanephric_perc_expr,0.0016572191790623857,roc_auc
gtex_retina,0.0016484739591201558,roc_auc
gtex_colon,0.001644101349148941,roc_auc
CL_0002306_pc,0.0016206482593037475,roc_auc
gtex_spleen,0.001598387699450754,roc_auc
gtex_ovary,0.0015737420796133605,roc_auc
CL_0002306_me,0.0015375686698520853,roc_auc
gnomad_gene_length,0.0014958301201275948,roc_auc
gnomad_pRec,0.0014862898801905945,roc_auc
gtex_thyroid_gland,0.0014854948601958017,roc_auc
gtex_pancreas,0.00146999197029809,roc_auc
gtex_stomach,0.0014199057106286217,roc_auc
gtex_adipose_tissue,0.0014024152707441174,roc_auc
CL_0000115_me,0.001330863471216337,roc_auc
gtex_lung,0.001297075121439306,roc_auc
gnomad_pNull,0.0012867398615075798,roc_auc
gtex_heart_muscle,0.0012783921515626905,roc_auc
CL_1000692_pc,0.0012390386618223337,roc_auc
mesangial_nTPM,0.0012279083818958814,roc_auc
gtex_spinal_cord,0.0011408536924703895,roc_auc
CL_1001431_me,0.0011241582725805888,roc_auc
gnomad_mis_z,0.0009711169235906425,roc_auc
CL_1001432_pc,0.0009707194135933017,roc_auc
mesangial_perc_expr,0.0009464713037532935,roc_auc
CL_1001111_pc,0.0008685593442675943,roc_auc
CL_1001318_pc,0.0008677643242727573,roc_auc
prom_CpG_o2e_ratio,0.000860609144319957,roc_auc
gtex_skeletal_muscle,0.0008462987844144009,roc_auc
gtex_breast,0.0008347709944904746,roc_auc
gtex_small_intestine,0.0007954175047503176,roc_auc
stromal_nTPM,0.0007644117249549831,roc_auc
gtex_cervix,0.0007516914050389678,roc_auc
gtex_fallopian_tube,0.0007373810451333007,roc_auc
gnomad_obs_mis_pphen,0.0007063752653379441,roc_auc
gnomad_oe_mis,0.0006904748654428472,roc_auc
ureteric_bud_perc_expr,0.0006825246654953654,roc_auc
CL_1001318_me,0.0006073952759911849,roc_auc
CL_1000849_me,0.0005521413863558867,roc_auc
gnomad_p,0.0005433961664136344,roc_auc
avg_phasCons_promoter,0.0005390235564425305,roc_auc
gtex_salivary_gland,0.0005175580165841298,roc_auc
gtex_testis,0.0005000675766996254,roc_auc
CL_1000768_me,0.00047621697685704676,roc_auc
gnomad_num_coding_exons,0.0003712743375496874,roc_auc
CL_1001106_me,0.0002810395681451805,roc_auc
gtex_esophagus,0.000233338368460001,roc_auc
stromal_perc_expr,0.00022181057853609687,roc_auc
gnomad_lof_z,0.0001737118688535988,roc_auc
