feature,perm_imp,scoring
max_mgi_kid,0.015715160236280036,roc_auc
no_paralogues_75,0.013448955741236945,roc_auc
no_paralogues_95,0.010010096753933384,roc_auc
gnomad_pLI,0.008478888244039395,roc_auc
no_paralogues_85,0.008465372904128587,roc_auc
gtex_adrenal_gland,0.006583163066551179,roc_auc
avg_phasCons_exons,0.005519823823569236,roc_auc
CL_1000849_pc,0.0050726250765207315,roc_auc
CL_1000692_me,0.004340809171350757,roc_auc
CL_0000653_pc,0.004236661552038079,roc_auc
gtex_liver,0.004176637542434225,roc_auc
fetal_kidney_tau,0.004133308952720194,roc_auc
gnomad_syn_z,0.003947671783945439,roc_auc
CL_0000653_me,0.0038538594245645765,roc_auc
CL_1001432_me,0.003695252935611415,roc_auc
metanephric_nTPM,0.0036920728556323335,roc_auc
gnomad_obs_lof,0.003455156897195999,roc_auc
CL_1001106_pc,0.0033649221277915363,roc_auc
gtex_tau,0.0033335188379987725,roc_auc
CL_1000768_pc,0.002968207150409863,roc_auc
CL_1001431_pc,0.0029491266705357956,roc_auc
gnomad_n_sites,0.0028648545510919997,roc_auc
gnomad_oe_lof,0.002818743391396361,roc_auc
gnomad_oe_syn,0.0026660995524038444,roc_auc
gnomad_oe_lof_upper_rank,0.0026100506427736868,roc_auc
CL_1000452_pc,0.002426003513988473,roc_auc
gtex_brain_median,0.002257061765103452,roc_auc
CL_1001107_pc,0.0022141306853867395,roc_auc
ureteric_bud_nTPM,0.0020829523862525346,roc_auc
CL_0000115_pc,0.0020734121463154677,roc_auc
avg_exon_CpG_o2e_ratio,0.002032866126583177,roc_auc
gtex_pituitary_gland,0.002032866126583155,roc_auc
CL_1000768_me,0.0020133881367117466,roc_auc
CL_1001318_me,0.0019299110372626772,roc_auc
CL_0002306_pc,0.0019028803574409725,roc_auc
gtex_retina,0.0018861849375512384,roc_auc
gtex_kidney,0.0018591542577295784,roc_auc
mesangial_nTPM,0.0017987327381284058,roc_auc
gnomad_mis_z,0.0017919750681729906,roc_auc
CL_0000115_me,0.0017565966784065302,roc_auc
gnomad_oe_mis_pphen,0.0017275784485980105,roc_auc
gnomad_exp_hom_lof,0.0016842498588840015,roc_auc
vascular_endothelial_nTPM,0.0016778896989259717,roc_auc
gtex_heart_muscle,0.0016309835192355627,roc_auc
CL_1001431_me,0.0016230333192879475,roc_auc
CL_0002306_me,0.0015324010398861886,roc_auc
gtex_ovary,0.0015093454600383581,roc_auc
CL_1000692_pc,0.0015006002400961061,roc_auc
gtex_adipose_tissue,0.0014862898801905721,roc_auc
gnomad_pNull,0.0014858923701931647,roc_auc
gtex_skeletal_muscle,0.0014850973501984166,roc_auc
gtex_spinal_cord,0.0014103654706916213,roc_auc
CL_1001432_pc,0.0013801547108909461,roc_auc
metanephric_perc_expr,0.0013324535112058556,roc_auc
gtex_spleen,0.001290714961481232,roc_auc
gtex_stomach,0.0012879323914997132,roc_auc
gtex_endometrium,0.0012712369716099126,roc_auc
CL_1001318_pc,0.0011984926420899543,roc_auc
mesangial_perc_expr,0.0011861698321713465,roc_auc
CL_1001111_pc,0.0011746420422473537,roc_auc
gtex_lung,0.0011706669422736349,roc_auc
gtex_thyroid_gland,0.0011229657425885441,roc_auc
gtex_urinary_bladder,0.0011094504026776474,roc_auc
gtex_colon,0.001039091133142045,roc_auc
avg_phasCons_promoter,0.001033923503176104,roc_auc
gnomad_oe_mis,0.0010235882432443333,roc_auc
gtex_small_intestine,0.0009921849534515915,roc_auc
CL_1000849_me,0.0009206331539238999,roc_auc
CL_1001106_me,0.0008796896241941354,roc_auc
gtex_salivary_gland,0.0008661742842833054,roc_auc
gtex_breast,0.000830795894516756,roc_auc
gtex_cervix,0.0008168830446086961,roc_auc
gtex_fallopian_tube,0.0007401636151149083,roc_auc
prom_CpG_o2e_ratio,0.0007031951853589957,roc_auc
stromal_nTPM,0.000666624265600313,roc_auc
vascular_endothelial_perc_expr,0.0006336309358180969,roc_auc
CL_1001107_me,0.0005267007465237894,roc_auc
gnomad_gene_length,0.0004833721568097582,roc_auc
gtex_testis,0.0004754219568622764,roc_auc
CL_1001111_me,0.0004062552173186962,roc_auc
gnomad_pRec,0.0003931373874053179,roc_auc
gtex_pancreas,0.00039154734741588817,roc_auc
gnomad_obs_mis_pphen,0.00036610670758376875,roc_auc
ureteric_bud_perc_expr,0.0002508288083445942,roc_auc
gtex_vagina,0.0002377109784311271,roc_auc
stromal_perc_expr,0.00018841973875642902,roc_auc
gnomad_p,0.00018285459879319177,roc_auc
gtex_esophagus,0.00014230857906087911,roc_auc
gtex_prostate,0.00014032102907390875,roc_auc
gnomad_num_coding_exons,9.063227940184771e-05,roc_auc
gtex_skin,2.5043129834734222e-05,roc_auc
CL_1000452_me,-5.127878966153521e-05,roc_auc
gnomad_max_af,-0.0001582089789557317,roc_auc
gnomad_lof_z,-0.00016456913891378379,roc_auc
gnomad_obs_mis,-0.0002106802986094225,roc_auc
gnomad_mu_syn,-0.00033907602776197534,roc_auc
gnomad_possible_lof,-0.0003843921674629547,roc_auc
gnomad_classic_caf,-0.00043408091713506016,roc_auc
gnomad_obs_syn,-0.00044958380703268296,roc_auc
gnomad_mu_lof,-0.0004535589070064461,roc_auc
gnomad_exp_mis_pphen,-0.00048496219679923237,roc_auc
gnomad_exp_syn,-0.0005076202666496998,roc_auc
gnomad_possible_syn,-0.00052868829651056,roc_auc
gnomad_exp_lof,-0.0005755944762009912,roc_auc
gnomad_cds_length,-0.0005938799360803548,roc_auc
gnomad_possible_mis,-0.0006173330259255039,roc_auc
gnomad_possible_mis_pphen,-0.0006252832258730745,roc_auc
gnomad_exp_mis,-0.0006861022554716545,roc_auc
gnomad_mu_mis,-0.0008057527646819773,roc_auc
