feature,rank_value
gnomad_pLI,5.0
gnomad_classic_caf,2.333333333333333
gnomad_exp_hom_lof,1.5333333333333332
gnomad_p,1.5
gnomad_max_af,1.05
max_mgi_kid,0.8333333333333333
gtex_adrenal_gland,0.6964285714285714
gtex_kidney,0.6428571428571428
gtex_liver,0.5555555555555556
gtex_thyroid_gland,0.46515151515151515
gtex_skeletal_muscle,0.45
gtex_urinary_bladder,0.43658008658008657
gtex_prostate,0.3876123876123876
gtex_pancreas,0.35444139194139196
avg_phasCons_exons,0.3405085110967464
gtex_pituitary_gland,0.31299019607843137
no_paralogues_85,0.28239984989211
gnomad_syn_z,0.2733187134502924
gtex_retina,0.2616013071895425
gtex_adipose_tissue,0.24664867296446244
gtex_fallopian_tube,0.22539555410264792
vascular_endothelial_nTPM,0.21867317867317868
ureteric_bud_perc_expr,0.21569264069264069
ureteric_bud_nTPM,0.20713867452997886
gtex_esophagus,0.20324582824582824
gtex_ovary,0.20181159420289854
gnomad_oe_mis_pphen,0.18706584975127175
gnomad_gene_length,0.18001146054538714
gtex_spleen,0.16575259989053093
gtex_cervix,0.16443318163473267
gtex_brain_median,0.16322285952504167
gtex_salivary_gland,0.16038819568231333
gtex_small_intestine,0.15716763770156428
gtex_spinal_cord,0.1518111518111518
metanephric_perc_expr,0.1489545177045177
gnomad_oe_syn,0.147314001358119
no_paralogues_95,0.13981012807232318
gtex_endometrium,0.13143500643500644
gtex_vagina,0.1273130155752107
gtex_colon,0.1260127061840648
vascular_endothelial_perc_expr,0.12404306220095694
gnomad_exp_mis_pphen,0.1160431212696021
fetal_kidney_tau,0.11282299741602067
gnomad_lof_z,0.10885384543500608
gtex_stomach,0.10831546267485212
gnomad_mis_z,0.10713179480436728
metanephric_nTPM,0.10580710147083874
stromal_nTPM,0.10268991114448328
mesangial_perc_expr,0.09916775220726588
gtex_breast,0.09908451684767473
gnomad_mu_lof,0.09626029991817414
gnomad_oe_lof,0.09367440157881335
gtex_tau,0.09249022815060551
gnomad_pRec,0.08963544652371915
gnomad_obs_mis_pphen,0.08897577081218534
stromal_perc_expr,0.08878736927243105
gnomad_cds_length,0.08791940935776552
gnomad_possible_syn,0.0857637384673789
gtex_heart_muscle,0.08272052687214866
gtex_skin,0.08099400748415142
gtex_testis,0.08072115181242871
gnomad_oe_mis,0.08066570382631258
gnomad_exp_lof,0.08047323047323048
gnomad_oe_lof_upper_rank,0.07982302822185686
gnomad_obs_mis,0.0789760145692349
avg_exon_CpG_o2e_ratio,0.07889863547758284
gnomad_possible_mis_pphen,0.0774399360718439
gnomad_pNull,0.07688507745257313
avg_phasCons_promoter,0.07618658144604849
mesangial_nTPM,0.07491736605228809
gnomad_exp_syn,0.074745510061797
gnomad_obs_syn,0.07127561163555461
gnomad_possible_mis,0.07016697901739835
gnomad_n_sites,0.0694215511990448
gnomad_mu_mis,0.06857353173142647
gtex_lung,0.06831699346405229
gnomad_num_coding_exons,0.06808752486501847
gnomad_obs_lof,0.06712279295725176
gnomad_mu_syn,0.06625130144117486
no_paralogues_75,0.06481190750178092
CL_1001111_me,0.061890386836357815
gnomad_possible_lof,0.06100505430737752
CL_1000768_me,0.060326119640203096
gnomad_exp_mis,0.05996097528050304
CL_1001432_me,0.05890132964479483
CL_1000452_me,0.0577571296848123
CL_1001431_me,0.05709713299434248
CL_1000849_pc,0.05533801139227867
prom_CpG_o2e_ratio,0.05520054657985693
CL_1000692_pc,0.05464248713432945
CL_1001106_pc,0.05423094904160823
CL_1000849_me,0.05333211166086372
CL_1001106_me,0.05331904876586471
CL_0002306_pc,0.05237454857112549
CL_1001432_pc,0.051883849179957475
CL_1000452_pc,0.05165110864491646
CL_1000768_pc,0.051604174298323646
CL_1001107_pc,0.05136663386383431
CL_0000653_pc,0.051082174335440406
CL_1001318_pc,0.05088629352988126
CL_1001111_pc,0.050883345372602286
CL_1000692_me,0.04990706083059608
CL_1001431_pc,0.04928798516436617
CL_0002306_me,0.04885873613950766
CL_0000115_pc,0.048646196919602216
CL_1001318_me,0.048493528743072264
CL_1001107_me,0.04831865354973845
CL_0000115_me,0.04747297818008451
CL_0000653_me,0.046312632321806636
