feature,perm_imp,scoring
max_mgi_kid,0.01858677245732725,roc_auc
gnomad_max_af,0.007105491203103731,roc_auc
gnomad_p,0.0018571667077426969,roc_auc
gtex_kidney,0.0017319510585690923,roc_auc
avg_phasCons_exons,0.0016993552387842392,roc_auc
mesangial_nTPM,0.0016643743590151194,roc_auc
gnomad_exp_hom_lof,0.0015614192696945973,roc_auc
gnomad_classic_caf,0.0015415437698258038,roc_auc
metanephric_nTPM,0.0013582916610352935,roc_auc
gtex_liver,0.0013491489310955673,roc_auc
gnomad_syn_z,0.0011949150521135099,roc_auc
gtex_tau,0.0011865673421685985,roc_auc
gnomad_pNull,0.0011786171422210946,roc_auc
gnomad_oe_lof,0.0009667443136194942,roc_auc
fetal_kidney_tau,0.0009607816636588273,roc_auc
gnomad_oe_syn,0.0009313659238529892,roc_auc
metanephric_perc_expr,0.0008685593442674389,roc_auc
gnomad_oe_lof_upper_rank,0.0008443112344274972,roc_auc
gtex_testis,0.0008264232845455633,roc_auc
vascular_endothelial_perc_expr,0.0008236407145639335,roc_auc
gnomad_lof_z,0.0007870697948053173,roc_auc
gtex_adrenal_gland,0.0007194930952513001,roc_auc
gnomad_pRec,0.0007127354252958629,roc_auc
gnomad_mis_z,0.0006725869155608688,roc_auc
gnomad_exp_mis,0.0006495313357130827,roc_auc
gnomad_gene_length,0.0005891098161118436,roc_auc
gnomad_possible_lof,0.0005851347161381027,roc_auc
gnomad_exp_mis_pphen,0.0005835446761486063,roc_auc
gtex_endometrium,0.0005799670861722061,roc_auc
gnomad_oe_mis,0.000579172066177458,roc_auc
gnomad_oe_mis_pphen,0.0005779795361853246,roc_auc
gnomad_obs_lof,0.0005775820261879394,roc_auc
gnomad_exp_lof,0.0005608866062981166,roc_auc
gnomad_mu_lof,0.0005588990563112573,roc_auc
gnomad_mu_syn,0.0005493588163743013,roc_auc
mesangial_perc_expr,0.0005290858065080117,roc_auc
gnomad_possible_syn,0.0005259057265289968,roc_auc
CL_1001432_me,0.0005215331165579151,roc_auc
gtex_urinary_bladder,0.0005135829166103223,roc_auc
CL_0002306_me,0.000509607816636537,roc_auc
gnomad_obs_syn,0.0005016576166890552,roc_auc
gtex_colon,0.0004984775367100847,roc_auc
ureteric_bud_perc_expr,0.000483769666807099,roc_auc
prom_CpG_o2e_ratio,0.0004825771368149434,roc_auc
gnomad_mu_mis,0.00048138460682278783,roc_auc
gnomad_exp_syn,0.0004797945668333803,roc_auc
gnomad_obs_mis_pphen,0.00046508669693041683,roc_auc
vascular_endothelial_nTPM,0.0004615091069540167,roc_auc
no_paralogues_75,0.0004515713570196089,roc_auc
CL_1001431_me,0.00044958380703268296,roc_auc
gnomad_n_sites,0.00044600621705632727,roc_auc
gtex_skeletal_muscle,0.0004396460570983418,roc_auc
ureteric_bud_nTPM,0.00043249087714551936,roc_auc
stromal_nTPM,0.00042891328716918584,roc_auc
gtex_lung,0.00042613071718751173,roc_auc
gtex_skin,0.00042016806722680047,roc_auc
gnomad_obs_mis,0.0004181805172399855,roc_auc
gtex_salivary_gland,0.0004038701573344294,roc_auc
gnomad_possible_mis_pphen,0.0003927398774079105,roc_auc
gnomad_num_coding_exons,0.00037644196751549506,roc_auc
gtex_brain_median,0.00036054156762044265,roc_auc
gtex_prostate,0.0003597465476256279,roc_auc
gtex_esophagus,0.0003533863876676424,roc_auc
avg_exon_CpG_o2e_ratio,0.0003438461477305754,roc_auc
CL_1000768_me,0.00034344863773327905,roc_auc
gtex_vagina,0.00033430590779353063,roc_auc
gnomad_pLI,0.00031721297790636703,roc_auc
gtex_pituitary_gland,0.00030846775796404823,roc_auc
gnomad_cds_length,0.00029455490805594395,roc_auc
gtex_adipose_tissue,0.0002933623780637884,roc_auc
gtex_retina,0.00029177233807426984,roc_auc
gtex_cervix,0.00029097731807956604,roc_auc
gtex_breast,0.00028620719811101036,roc_auc
avg_phasCons_promoter,0.0002754744281817878,roc_auc
gtex_ovary,0.0002718968382054099,roc_auc
CL_1001106_me,0.00026911426822378014,roc_auc
CL_1001431_pc,0.00026553667824746885,roc_auc
gtex_thyroid_gland,0.0002639466382579281,roc_auc
gtex_spleen,0.0002512263183418684,roc_auc
gtex_heart_muscle,0.0002460586883759719,roc_auc
CL_0000115_pc,0.00024009603841532723,roc_auc
gtex_spinal_cord,0.0002333383684599566,roc_auc
no_paralogues_85,0.0002329408584625492,roc_auc
CL_1001111_me,0.0002281707384940157,roc_auc
gtex_pancreas,0.00022658069850458595,roc_auc
gtex_small_intestine,0.00021942551855176352,roc_auc
