feature,rank_value
max_mgi_kid,4.0
no_paralogues_75,3.5
no_paralogues_95,1.3666666666666667
no_paralogues_85,1.3666666666666667
gnomad_pLI,1.1166666666666667
avg_phasCons_exons,0.8761904761904762
gtex_adrenal_gland,0.7202380952380952
CL_1000849_pc,0.5722222222222222
fetal_kidney_tau,0.5623015873015873
CL_0000653_pc,0.5103535353535353
CL_1000692_me,0.4088235294117647
gtex_liver,0.3995171495171495
metanephric_nTPM,0.366504329004329
CL_1001106_pc,0.3567210567210567
gnomad_obs_lof,0.3302881758764112
gtex_tau,0.30767643089624513
gnomad_syn_z,0.2905195681511471
CL_0000653_me,0.2746249693511357
CL_1001432_me,0.27424242424242423
CL_1001107_pc,0.26686507936507936
gnomad_n_sites,0.2466709015622059
gnomad_oe_lof_upper_rank,0.2284859206840631
gtex_brain_median,0.21296296296296297
CL_1000452_pc,0.21083916083916085
CL_1000768_pc,0.2057142857142857
vascular_endothelial_nTPM,0.20236625873109956
CL_1001431_pc,0.19087944356486555
CL_0000115_pc,0.18676022901829353
gtex_pituitary_gland,0.17988699102829536
ureteric_bud_nTPM,0.17338764853364408
gnomad_oe_lof,0.1614676788589832
gtex_kidney,0.15877560252560252
gnomad_oe_syn,0.15816964958756002
CL_0002306_pc,0.14177939563496478
gtex_retina,0.13993996466596323
gnomad_oe_mis_pphen,0.12663602170929777
mesangial_nTPM,0.12108693068879095
avg_exon_CpG_o2e_ratio,0.11736870234596775
CL_1000692_pc,0.11639917100443416
metanephric_perc_expr,0.11600009100009101
gtex_ovary,0.11322899089475041
gtex_adipose_tissue,0.10943298283932477
gnomad_exp_hom_lof,0.10850270914259469
gnomad_mis_z,0.10610113743606109
CL_0000115_me,0.10511792452830189
gtex_endometrium,0.1049415102046681
gtex_spinal_cord,0.1046445809354757
gtex_heart_muscle,0.10408323355131865
gtex_thyroid_gland,0.10338701237318748
gtex_spleen,0.10137676196998231
CL_1000768_me,0.10092645078530837
gnomad_pNull,0.09975025160379851
gtex_urinary_bladder,0.09903651639505685
vascular_endothelial_perc_expr,0.09809724253806587
CL_0002306_me,0.09787259925007871
gtex_skeletal_muscle,0.09603451690331868
gtex_stomach,0.09575836379997069
gtex_lung,0.09541150888255508
gtex_colon,0.09223868482264005
CL_1001432_pc,0.09135905144693478
CL_1001318_me,0.08819678696301772
CL_1001111_pc,0.08793129539951573
mesangial_perc_expr,0.08772300198825451
gnomad_pRec,0.08543823686100109
avg_phasCons_promoter,0.08402532133033867
gtex_pancreas,0.08311436698811162
CL_1001318_pc,0.0830228200917856
CL_1001431_me,0.08285555081329729
gtex_small_intestine,0.07804213002883142
gtex_breast,0.07492902028614756
gtex_cervix,0.07167249876068002
prom_CpG_o2e_ratio,0.0716032951087299
gnomad_oe_mis,0.07115587115587116
gtex_fallopian_tube,0.07004365443975709
gnomad_gene_length,0.06823507205098324
gtex_salivary_gland,0.06794733044733045
ureteric_bud_perc_expr,0.0666296207150357
CL_1000849_me,0.0663770793729754
CL_1001106_me,0.0663411245505067
stromal_nTPM,0.06633552271483306
gnomad_p,0.0635751021156602
gtex_testis,0.06175434777755453
CL_1001111_me,0.06141448976933206
gnomad_obs_mis_pphen,0.06097914861938548
CL_1001107_me,0.06086673684092399
gtex_esophagus,0.058391934078764904
gtex_vagina,0.05824526021174448
gnomad_lof_z,0.05767450130710966
gnomad_num_coding_exons,0.05765421769429138
stromal_perc_expr,0.05674404341340555
gtex_prostate,0.05537882105062043
CL_1000452_me,0.05507520759108449
gtex_skin,0.0548282635239157
gnomad_mu_lof,0.05350731058006281
gnomad_max_af,0.052213624378067425
gnomad_obs_mis,0.0519894435937869
gnomad_exp_mis_pphen,0.05105463177896737
gnomad_exp_lof,0.05097324928976607
gnomad_possible_lof,0.050851349547926465
gnomad_mu_syn,0.05054972804972805
gnomad_classic_caf,0.05001000340130052
gnomad_possible_mis_pphen,0.048563365492865836
gnomad_obs_syn,0.04850043460608779
gnomad_exp_syn,0.04827776000924055
gnomad_possible_syn,0.04773527901228524
gnomad_cds_length,0.04708994708994709
gnomad_possible_mis,0.046831932996897516
gnomad_exp_mis,0.046737137366348595
gnomad_mu_mis,0.04665060223308449
