feature,rank_value
gnomad_max_af,4.0
max_mgi_kid,3.5
gnomad_oe_lof_upper_rank,1.6666666666666665
gtex_liver,1.25
gnomad_syn_z,1.0
no_paralogues_75,0.7916666666666666
avg_phasCons_exons,0.7202380952380952
gnomad_oe_lof,0.6218253968253968
no_paralogues_85,0.5353535353535354
gnomad_oe_syn,0.5131313131313131
gtex_kidney,0.4412809412809413
CL_1001432_me,0.43449883449883453
gtex_tau,0.39194139194139194
gnomad_lof_z,0.3761904761904762
gnomad_exp_mis_pphen,0.34835164835164834
gnomad_num_coding_exons,0.2986111111111111
no_paralogues_95,0.27812177502579977
gtex_pancreas,0.27672121480171014
gnomad_obs_mis_pphen,0.27658668730650154
gnomad_pNull,0.23610646599777035
metanephric_nTPM,0.2260322523480418
metanephric_perc_expr,0.22109730848861284
CL_1001431_me,0.21681159420289856
gnomad_oe_mis_pphen,0.21624223602484471
CL_0000115_pc,0.21619121619121617
CL_0002306_me,0.1994146594146594
gnomad_pLI,0.17633955409184768
gtex_colon,0.07320897539875643
gtex_heart_muscle,0.07320897539875643
gtex_fallopian_tube,0.07320897539875643
gtex_esophagus,0.07320897539875643
gtex_endometrium,0.07320897539875643
gtex_urinary_bladder,0.07320897539875643
ureteric_bud_perc_expr,0.07320897539875643
vascular_endothelial_nTPM,0.07320897539875643
gtex_breast,0.07320897539875643
gtex_brain_median,0.07320897539875643
gtex_adrenal_gland,0.07320897539875643
gtex_adipose_tissue,0.07320897539875643
gtex_cervix,0.07320897539875643
gtex_lung,0.07320897539875643
gtex_thyroid_gland,0.07320897539875643
gtex_skin,0.07320897539875643
gtex_testis,0.07320897539875643
gtex_vagina,0.07320897539875643
gtex_stomach,0.07320897539875643
stromal_nTPM,0.07320897539875643
gtex_spleen,0.07320897539875643
gtex_spinal_cord,0.07320897539875643
stromal_perc_expr,0.07320897539875643
gtex_small_intestine,0.07320897539875643
gtex_skeletal_muscle,0.07320897539875643
ureteric_bud_nTPM,0.07320897539875643
gnomad_possible_syn,0.07320897539875643
gtex_retina,0.07320897539875643
gtex_prostate,0.07320897539875643
gtex_pituitary_gland,0.07320897539875643
mesangial_nTPM,0.07320897539875643
prom_CpG_o2e_ratio,0.07320897539875643
gtex_ovary,0.07320897539875643
mesangial_perc_expr,0.07320897539875643
gtex_salivary_gland,0.07320897539875643
CL_0000115_me,0.07320897539875643
gnomad_possible_mis_pphen,0.07320897539875643
CL_1000849_pc,0.07320897539875643
CL_1001431_pc,0.07320897539875643
CL_1001318_pc,0.07320897539875643
CL_1001318_me,0.07320897539875643
CL_1001111_pc,0.07320897539875643
CL_1001111_me,0.07320897539875643
CL_1001107_pc,0.07320897539875643
CL_1001107_me,0.07320897539875643
CL_1001106_pc,0.07320897539875643
CL_1001106_me,0.07320897539875643
CL_1000849_me,0.07320897539875643
gnomad_possible_mis,0.07320897539875643
CL_1000768_pc,0.07320897539875643
CL_1000768_me,0.07320897539875643
CL_1000692_pc,0.07320897539875643
CL_1000692_me,0.07320897539875643
CL_1000452_pc,0.07320897539875643
CL_1000452_me,0.07320897539875643
CL_0002306_pc,0.07320897539875643
CL_0000653_pc,0.07320897539875643
CL_0000653_me,0.07320897539875643
CL_1001432_pc,0.07320897539875643
avg_exon_CpG_o2e_ratio,0.07320897539875643
avg_phasCons_promoter,0.07320897539875643
fetal_kidney_tau,0.07320897539875643
gnomad_possible_lof,0.07320897539875643
gnomad_pRec,0.07320897539875643
gnomad_p,0.07320897539875643
gnomad_oe_mis,0.07320897539875643
gnomad_obs_syn,0.07320897539875643
gnomad_obs_mis,0.07320897539875643
gnomad_obs_lof,0.07320897539875643
gnomad_n_sites,0.07320897539875643
gnomad_mu_syn,0.07320897539875643
gnomad_mu_mis,0.07320897539875643
gnomad_mu_lof,0.07320897539875643
gnomad_mis_z,0.07320897539875643
gnomad_gene_length,0.07320897539875643
gnomad_exp_syn,0.07320897539875643
gnomad_exp_mis,0.07320897539875643
gnomad_exp_lof,0.07320897539875643
gnomad_exp_hom_lof,0.07320897539875643
gnomad_classic_caf,0.07320897539875643
gnomad_cds_length,0.07320897539875643
vascular_endothelial_perc_expr,0.07320897539875643
