feature,perm_imp,scoring
max_mgi_kid,0.040596105992065715,roc_auc
gnomad_max_af,0.021440099218495344,roc_auc
gtex_liver,0.0033299412480223946,roc_auc
fetal_kidney_tau,0.0014107629806889622,roc_auc
no_paralogues_75,0.0012100204320138364,roc_auc
avg_phasCons_promoter,0.0010911649427983062,roc_auc
gnomad_oe_syn,0.0010303459131997706,roc_auc
gnomad_mis_z,0.0009826447135145022,roc_auc
avg_phasCons_exons,0.0008908199041205656,roc_auc
gtex_kidney,0.0008713419142491353,roc_auc
gtex_testis,0.0007409586351096564,roc_auc
gtex_esophagus,0.0005072227566522702,roc_auc
gnomad_syn_z,0.0004901298267651511,roc_auc
gnomad_oe_mis_pphen,0.0004857572167939805,roc_auc
gtex_adipose_tissue,0.00048257713681501004,roc_auc
gnomad_n_sites,0.0004778070168464987,roc_auc
gtex_adrenal_gland,0.00045912404696979436,roc_auc
gtex_retina,0.00045912404696977214,roc_auc
gnomad_classic_caf,0.0004316958571507712,roc_auc
gtex_salivary_gland,0.00042175810721640784,roc_auc
gnomad_possible_mis_pphen,0.00041301288727415566,roc_auc
CL_1001432_me,0.000405062687326585,roc_auc
prom_CpG_o2e_ratio,0.00034782124770433854,roc_auc
gtex_pancreas,0.00032715072784079703,roc_auc
gnomad_oe_mis,0.00031363538793001134,roc_auc
gtex_fallopian_tube,0.0003060826979798259,roc_auc
ureteric_bud_nTPM,0.0003052876779850777,roc_auc
gnomad_mu_syn,0.0002969399680401885,roc_auc
gnomad_exp_mis_pphen,0.00027746197816869156,roc_auc
CL_1001431_me,0.000276269448176647,roc_auc
gnomad_obs_syn,0.0002707043082132987,roc_auc
gnomad_obs_mis_pphen,0.0002639466382579281,roc_auc
gnomad_mu_mis,0.00025241884833397953,roc_auc
gtex_brain_median,0.00024089105841014203,roc_auc
gnomad_num_coding_exons,0.0002408910584101198,roc_auc
CL_0002306_me,0.0002114753186043039,roc_auc
gnomad_gene_length,0.00021068029860946691,roc_auc
gnomad_pNull,0.00020392262865411847,roc_auc
avg_exon_CpG_o2e_ratio,0.0002027300986619851,roc_auc
gtex_tau,0.00019597242870657007,roc_auc
gtex_vagina,0.00019557491870918485,roc_auc
gtex_skin,0.00018722720876431786,roc_auc
gtex_prostate,0.000164171628916443,roc_auc
gnomad_oe_lof,0.0001562214289689612,roc_auc
gnomad_pRec,0.00015463138897942041,roc_auc
CL_1000768_me,0.00015463138897939822,roc_auc
gnomad_possible_syn,0.00015264383899256108,roc_auc
CL_1001106_me,0.00014747620902666458,roc_auc
gnomad_mu_lof,0.00014429612904764966,roc_auc
CL_1001111_me,0.00013952600907909395,roc_auc
ureteric_bud_perc_expr,0.00013634592910012345,roc_auc
CL_0000115_me,0.00013157580913158995,roc_auc
CL_1001431_pc,0.00011885548921557465,roc_auc
gnomad_p,0.00011567540923653751,roc_auc
no_paralogues_95,0.00011408536924710777,roc_auc
CL_0002306_pc,0.00011289283925490779,roc_auc
gnomad_possible_mis,0.0001120978192601374,roc_auc
no_paralogues_85,0.00010852022928378168,roc_auc
metanephric_nTPM,0.00010494263930740377,roc_auc
mesangial_nTPM,9.579990936774419e-05,roc_auc
CL_1001106_pc,9.142729939659588e-05,roc_auc
gnomad_cds_length,7.7911959485788e-05,roc_auc
gtex_skeletal_muscle,7.592440949888424e-05,roc_auc
gnomad_possible_lof,6.519163956975049e-05,roc_auc
CL_1001432_pc,6.240906958809855e-05,roc_auc
mesangial_perc_expr,6.081902959860219e-05,roc_auc
gtex_cervix,5.883147961169843e-05,roc_auc
vascular_endothelial_perc_expr,5.843396961435765e-05,roc_auc
gtex_spleen,5.2073809656327796e-05,roc_auc
gtex_thyroid_gland,4.690617969040911e-05,roc_auc
gnomad_obs_lof,4.4918629703527555e-05,roc_auc
metanephric_perc_expr,4.0943529729742246e-05,roc_auc
gnomad_obs_mis,3.975099973760887e-05,roc_auc
CL_1001318_pc,3.180079979014927e-05,roc_auc
CL_1001107_me,2.7428189819023173e-05,roc_auc
gtex_ovary,2.7428189818956562e-05,roc_auc
gtex_heart_muscle,2.663316982420838e-05,roc_auc
CL_1001318_me,2.5043129834689814e-05,roc_auc
CL_1000692_me,2.226055985310449e-05,roc_auc
CL_1001111_pc,1.4310359905622683e-05,roc_auc
gtex_lung,1.4310359905556069e-05,roc_auc
gnomad_exp_mis,1.391284990819308e-05,roc_auc
gtex_small_intestine,1.1925299921311528e-05,roc_auc
gtex_breast,1.0732769929222563e-05,roc_auc
CL_0000653_pc,9.540239937044781e-06,roc_auc
CL_1000768_pc,8.347709944955817e-06,roc_auc
CL_1000849_pc,7.155179952822443e-06,roc_auc
gtex_endometrium,7.155179952778034e-06,roc_auc
gnomad_exp_syn,5.962649960666866e-06,roc_auc
gtex_pituitary_gland,5.962649960666866e-06,roc_auc
CL_0000115_pc,3.5775899764445283e-06,roc_auc
gtex_spinal_cord,2.782569981696348e-06,roc_auc
CL_1000452_me,1.5900399895407701e-06,roc_auc
CL_1001107_pc,1.5900399894519524e-06,roc_auc
gnomad_pLI,1.1925299921555777e-06,roc_auc
gtex_stomach,0.0,roc_auc
CL_0000653_me,0.0,roc_auc
CL_1000452_pc,0.0,roc_auc
