feature,perm_imp,scoring
gnomad_pLI,0.0714516270084193,roc_auc
gnomad_classic_caf,0.05293561133062501,roc_auc
gnomad_p,0.0476157350357362,roc_auc
gnomad_max_af,0.045934267746833825,roc_auc
gnomad_exp_hom_lof,0.04520523441164546,roc_auc
max_mgi_kid,0.020660582113640212,roc_auc
gtex_adrenal_gland,0.01977333979949598,roc_auc
gtex_kidney,0.018281087269344833,roc_auc
gtex_liver,0.016020447914265067,roc_auc
gtex_urinary_bladder,0.012261593379073465,roc_auc
gtex_thyroid_gland,0.011614447103344739,roc_auc
gtex_skeletal_muscle,0.009761653005573124,roc_auc
gtex_prostate,0.008702686372562307,roc_auc
avg_phasCons_exons,0.00846537290412852,roc_auc
gtex_pancreas,0.008337772194970738,roc_auc
gtex_pituitary_gland,0.007702948729160575,roc_auc
no_paralogues_85,0.007301861141807753,roc_auc
gtex_retina,0.006727061685601376,roc_auc
gnomad_syn_z,0.006701223535771961,roc_auc
gtex_adipose_tissue,0.006026251560226781,roc_auc
ureteric_bud_perc_expr,0.005044004356709641,roc_auc
gnomad_gene_length,0.004512135980219956,roc_auc
gtex_fallopian_tube,0.0036753774357425996,roc_auc
gtex_esophagus,0.003371282287749566,roc_auc
vascular_endothelial_nTPM,0.0033502142578885953,roc_auc
gnomad_oe_mis_pphen,0.003320401008085372,roc_auc
ureteric_bud_nTPM,0.0033092707281588084,roc_auc
metanephric_perc_expr,0.002936008840622373,roc_auc
gtex_spleen,0.0029224935007115204,roc_auc
gtex_ovary,0.002881549970981756,roc_auc
gtex_brain_median,0.0027972778515379824,roc_auc
no_paralogues_95,0.00275196171183707,roc_auc
gnomad_oe_syn,0.00263350373261888,roc_auc
gtex_salivary_gland,0.0026009079128340275,roc_auc
gtex_endometrium,0.002546051533196092,roc_auc
gtex_spinal_cord,0.0024975553135161864,roc_auc
gtex_cervix,0.0024426989338782513,roc_auc
gtex_colon,0.0022717696350063044,roc_auc
gtex_small_intestine,0.0022427514051978513,roc_auc
vascular_endothelial_perc_expr,0.0022137331753893765,roc_auc
gnomad_lof_z,0.0019947051668349537,roc_auc
gnomad_exp_mis_pphen,0.0016910075288393278,roc_auc
fetal_kidney_tau,0.0015916300294952946,roc_auc
gnomad_oe_lof,0.0014139430606680214,roc_auc
gtex_vagina,0.0011694744122815904,roc_auc
gtex_stomach,0.0011678843722919608,roc_auc
metanephric_nTPM,0.001149598912412686,roc_auc
gnomad_mis_z,0.0011074628526908325,roc_auc
mesangial_perc_expr,0.0010907674328010097,roc_auc
gtex_tau,0.001072879482918987,roc_auc
stromal_nTPM,0.0010720844629243053,roc_auc
gnomad_oe_lof_upper_rank,0.000997750093414873,roc_auc
gnomad_mu_lof,0.0008884348441364099,roc_auc
avg_exon_CpG_o2e_ratio,0.0008339759744958152,roc_auc
gtex_heart_muscle,0.0008323859345062967,roc_auc
gnomad_cds_length,0.0007950199947529101,roc_auc
gnomad_possible_syn,0.0007811071448447394,roc_auc
gnomad_obs_mis_pphen,0.000682524665495432,roc_auc
gnomad_pRec,0.0006805371155085282,roc_auc
avg_phasCons_promoter,0.0006785495655216245,roc_auc
gnomad_pNull,0.0006749719755452021,roc_auc
stromal_perc_expr,0.0006356184858050007,roc_auc
gtex_breast,0.0005704268462352058,roc_auc
gtex_skin,0.0005553214663349237,roc_auc
gnomad_obs_mis,0.0005457812263978789,roc_auc
gnomad_exp_syn,0.0005338559264765896,roc_auc
gtex_testis,0.0005207380965631892,roc_auc
gtex_lung,0.0004937074167415068,roc_auc
gnomad_possible_mis_pphen,0.0004909248467599436,roc_auc
gnomad_exp_lof,0.00048615472679141013,roc_auc
gnomad_possible_mis,0.00048098709682546924,roc_auc
gnomad_oe_mis,0.00046548420692784644,roc_auc
gnomad_obs_lof,0.00045673898698552764,roc_auc
gnomad_obs_syn,0.00043368340713778597,roc_auc
mesangial_nTPM,0.0004229506372084968,roc_auc
gnomad_mu_mis,0.0003255606878513007,roc_auc
gnomad_mu_syn,0.00027825699816350633,roc_auc
gnomad_n_sites,0.0002778594881661878,roc_auc
no_paralogues_75,0.0002210155585413265,roc_auc
gnomad_num_coding_exons,0.00016138905893485765,roc_auc
CL_1001111_me,0.00014429612904769406,roc_auc
CL_1000768_me,9.10297893992551e-05,roc_auc
gnomad_exp_mis,9.023476940446251e-05,roc_auc
gnomad_possible_lof,3.140328979280849e-05,roc_auc
CL_1001432_me,2.464561983739344e-05,roc_auc
CL_1001431_me,2.345308984523786e-05,roc_auc
prom_CpG_o2e_ratio,1.947798987145255e-05,roc_auc
CL_1000692_pc,1.5105379900415273e-05,roc_auc
CL_1000452_me,1.3912849908259695e-05,roc_auc
CL_1000849_pc,9.142729939659589e-06,roc_auc
CL_1001106_me,3.577589976422324e-06,roc_auc
CL_1001106_pc,1.5900399894963612e-06,roc_auc
CL_1001318_me,1.1925299922221911e-06,roc_auc
