feature,perm_imp,scoring
max_mgi_kid,0.017318715565696242,roc_auc
no_paralogues_75,0.016130160673540804,roc_auc
no_paralogues_85,0.013811087348846618,roc_auc
avg_phasCons_exons,0.009889651224728114,roc_auc
gnomad_syn_z,0.0089117766311821,roc_auc
gnomad_gene_length,0.008323859345062213,roc_auc
gnomad_pRec,0.006420978987621395,roc_auc
gnomad_n_sites,0.006201553469069476,roc_auc
avg_phasCons_promoter,0.005998823370407513,roc_auc
gnomad_pLI,0.005805236001685188,roc_auc
gnomad_oe_syn,0.005749982112049912,roc_auc
gnomad_oe_mis_pphen,0.005566730003259401,roc_auc
fetal_kidney_tau,0.004361479691213988,roc_auc
CL_1000692_me,0.00427919512175714,roc_auc
gtex_liver,0.0042136059721899375,roc_auc
prom_CpG_o2e_ratio,0.0040641422131764806,roc_auc
CL_1000452_me,0.003935746484023816,roc_auc
no_paralogues_95,0.0037743574250891144,roc_auc
vascular_endothelial_nTPM,0.0036845201656819484,roc_auc
gnomad_obs_lof,0.003654309405881362,roc_auc
vascular_endothelial_perc_expr,0.0035998505362407895,roc_auc
CL_1000768_me,0.0035100132768337124,roc_auc
CL_0002306_me,0.003422163567413472,roc_auc
ureteric_bud_nTPM,0.0034209710374214276,roc_auc
gtex_adrenal_gland,0.0033859901576522855,roc_auc
gtex_tau,0.0033283512080326317,roc_auc
gnomad_exp_mis_pphen,0.0032281786886937613,roc_auc
CL_1000692_pc,0.0032174459187646275,roc_auc
CL_0000653_pc,0.00317888744901913,roc_auc
avg_exon_CpG_o2e_ratio,0.0030429390299163916,roc_auc
ureteric_bud_perc_expr,0.0030027905201814196,roc_auc
metanephric_perc_expr,0.0029845050603019676,roc_auc
CL_1000849_pc,0.002895860330887179,roc_auc
gnomad_pNull,0.0028159608214144427,roc_auc
CL_1001431_me,0.0027193658920519727,roc_auc
gnomad_possible_mis_pphen,0.0026048830128075685,roc_auc
CL_0000115_me,0.002418848334035495,roc_auc
gtex_testis,0.002383469944268901,roc_auc
gtex_skeletal_muscle,0.0023790973342977086,roc_auc
gnomad_p,0.002372737174339723,roc_auc
CL_1001111_me,0.002330601114617803,roc_auc
CL_0000653_me,0.0023099305947542836,roc_auc
metanephric_nTPM,0.0022033979154573837,roc_auc
gtex_retina,0.0021946526955151312,roc_auc
CL_1001431_pc,0.0021743796856488863,roc_auc
CL_0002306_pc,0.002120715836003151,roc_auc
CL_1001318_me,0.002067847006352008,roc_auc
mesangial_perc_expr,0.0020320711065880516,roc_auc
CL_1001111_pc,0.0020018603467875317,roc_auc
CL_1001432_me,0.0019207683073226623,roc_auc
gnomad_mis_z,0.00189334011750375,roc_auc
CL_1000768_pc,0.001856371687747682,roc_auc
CL_1001318_pc,0.0017979377181334799,roc_auc
gnomad_oe_lof,0.0017693169983223234,roc_auc
CL_1001106_pc,0.001769316998322301,roc_auc
gnomad_exp_syn,0.00176335434836159,roc_auc
gnomad_possible_syn,0.0017208207786423735,roc_auc
CL_1001107_me,0.0016655668890070974,roc_auc
stromal_perc_expr,0.0015224632899514922,roc_auc
CL_1001432_pc,0.0015200782299672698,roc_auc
stromal_nTPM,0.0012386411518248153,roc_auc
gnomad_obs_mis_pphen,0.0011635117623206349,roc_auc
CL_1001107_pc,0.0011325059825252116,roc_auc
CL_1000452_pc,0.0011321084725278707,roc_auc
gtex_small_intestine,0.0011317109625305077,roc_auc
mesangial_nTPM,0.0011281333725540633,roc_auc
gtex_spinal_cord,0.001056581573026305,roc_auc
CL_0000115_pc,0.00105459402303949,roc_auc
gnomad_oe_lof_upper_rank,0.0010382961131470303,roc_auc
gnomad_oe_mis,0.000996160053425199,roc_auc
CL_1001106_me,0.0009917874434540064,roc_auc
gtex_kidney,0.000987812343480199,roc_auc
gtex_skin,0.0009261982938868485,roc_auc
gtex_pituitary_gland,0.000841926174443075,roc_auc
gtex_brain_median,0.000706375265337722,roc_auc
gtex_spleen,0.0006566865156657053,roc_auc
gtex_colon,0.0006272707758598229,roc_auc
CL_1000849_me,0.0005906998561010957,roc_auc
gtex_esophagus,0.0005068252466547518,roc_auc
gtex_salivary_gland,0.0004873472567832993,roc_auc
gtex_stomach,0.00048376966680689913,roc_auc
gtex_heart_muscle,0.00047184436688554323,roc_auc
gtex_vagina,0.0004205655772240302,roc_auc
gtex_adipose_tissue,0.00041977055722925983,roc_auc
gtex_ovary,0.00041977055722925983,roc_auc
gtex_lung,0.0002961449480452405,roc_auc
gtex_thyroid_gland,0.0002925673580688404,roc_auc
gnomad_mu_syn,0.0002873997281029661,roc_auc
gnomad_mu_lof,0.0002353259184466161,roc_auc
gnomad_exp_lof,0.00021664294856993394,roc_auc
gtex_cervix,0.00020829523862495592,roc_auc
gtex_breast,0.00019477989871421463,roc_auc
gtex_endometrium,0.00015542640897392435,roc_auc
gnomad_exp_mis,0.00012879323914973816,roc_auc
gtex_prostate,0.00012163805919698233,roc_auc
gtex_urinary_bladder,0.00010653267929663368,roc_auc
gnomad_max_af,0.00010454512930981874,roc_auc
gtex_fallopian_tube,0.00010255757932284837,roc_auc
gnomad_classic_caf,7.314183951703245e-05,roc_auc
gtex_pancreas,6.519163956955065e-05,roc_auc
gnomad_obs_syn,3.776344975048307e-05,roc_auc
gnomad_num_coding_exons,-8.069452946768418e-05,roc_auc
gnomad_cds_length,-0.0002273757184995784,roc_auc
gnomad_mu_mis,-0.00027944952815583957,roc_auc
