feature,perm_imp,scoring
max_mgi_kid,0.06320349331785699,roc_auc
gnomad_max_af,0.059505259057265295,roc_auc
gnomad_oe_lof_upper_rank,0.03144145075248646,roc_auc
gtex_liver,0.0162661090926437,roc_auc
gnomad_syn_z,0.011146180326435263,roc_auc
no_paralogues_75,0.0025563867931278628,roc_auc
avg_phasCons_exons,0.00250033788349775,roc_auc
gnomad_oe_lof,0.0023254334846522172,roc_auc
gtex_kidney,0.0021692120556832117,roc_auc
CL_1001432_me,0.001710485518710847,roc_auc
gnomad_oe_syn,0.0016586104640532006,roc_auc
no_paralogues_85,0.0016568216690650227,roc_auc
gtex_tau,0.0014793334552364533,roc_auc
gnomad_exp_mis_pphen,0.0009420986937822117,roc_auc
gnomad_lof_z,0.0007550702400165532,roc_auc
gnomad_num_coding_exons,0.0006336309358180748,roc_auc
gtex_pancreas,0.0005270982565212412,roc_auc
no_paralogues_95,0.0005270982565211968,roc_auc
gnomad_obs_mis_pphen,0.00040744774731091835,roc_auc
CL_1001431_me,0.00037365939753388757,roc_auc
CL_0000115_pc,0.00034384614773068644,roc_auc
CL_0002306_me,0.00023015828848096386,roc_auc
gnomad_oe_mis_pphen,0.0001774882138286582,roc_auc
gnomad_pNull,0.00014986126901093134,roc_auc
metanephric_perc_expr,0.00014071853907129394,roc_auc
gnomad_pLI,0.00012322809918674515,roc_auc
metanephric_nTPM,6.121653959598739e-05,roc_auc
gnomad_mu_syn,0.0,roc_auc
gnomad_exp_mis,0.0,roc_auc
gnomad_exp_syn,0.0,roc_auc
gnomad_obs_syn,0.0,roc_auc
gnomad_n_sites,0.0,roc_auc
gnomad_classic_caf,0.0,roc_auc
gnomad_possible_mis_pphen,0.0,roc_auc
gnomad_p,0.0,roc_auc
gnomad_exp_hom_lof,0.0,roc_auc
gnomad_exp_lof,0.0,roc_auc
gnomad_cds_length,0.0,roc_auc
gnomad_gene_length,0.0,roc_auc
CL_1000452_me,0.0,roc_auc
gnomad_oe_mis,0.0,roc_auc
gnomad_possible_lof,0.0,roc_auc
CL_1001318_me,0.0,roc_auc
CL_1001111_me,0.0,roc_auc
CL_1001107_me,0.0,roc_auc
gnomad_possible_mis,0.0,roc_auc
CL_1001106_me,0.0,roc_auc
CL_1000768_me,0.0,roc_auc
CL_1000692_me,0.0,roc_auc
gnomad_mu_mis,0.0,roc_auc
CL_0000653_me,0.0,roc_auc
CL_0000115_me,0.0,roc_auc
CL_1000849_me,0.0,roc_auc
gnomad_mis_z,0.0,roc_auc
gnomad_obs_mis,0.0,roc_auc
gtex_adrenal_gland,0.0,roc_auc
CL_1001431_pc,0.0,roc_auc
avg_phasCons_promoter,0.0,roc_auc
gtex_endometrium,0.0,roc_auc
gtex_colon,0.0,roc_auc
gtex_cervix,0.0,roc_auc
fetal_kidney_tau,0.0,roc_auc
CL_1000768_pc,0.0,roc_auc
CL_1000849_pc,0.0,roc_auc
CL_1001106_pc,0.0,roc_auc
prom_CpG_o2e_ratio,0.0,roc_auc
CL_1001111_pc,0.0,roc_auc
CL_1001318_pc,0.0,roc_auc
CL_1001432_pc,0.0,roc_auc
CL_0000653_pc,0.0,roc_auc
CL_1000452_pc,0.0,roc_auc
mesangial_perc_expr,0.0,roc_auc
gtex_breast,0.0,roc_auc
ureteric_bud_perc_expr,0.0,roc_auc
stromal_perc_expr,0.0,roc_auc
vascular_endothelial_perc_expr,0.0,roc_auc
mesangial_nTPM,0.0,roc_auc
ureteric_bud_nTPM,0.0,roc_auc
stromal_nTPM,0.0,roc_auc
vascular_endothelial_nTPM,0.0,roc_auc
gtex_adipose_tissue,0.0,roc_auc
gtex_brain_median,0.0,roc_auc
gtex_vagina,0.0,roc_auc
gtex_urinary_bladder,0.0,roc_auc
gtex_thyroid_gland,0.0,roc_auc
gnomad_pRec,0.0,roc_auc
gnomad_obs_lof,0.0,roc_auc
gnomad_mu_lof,0.0,roc_auc
avg_exon_CpG_o2e_ratio,0.0,roc_auc
CL_1001107_pc,0.0,roc_auc
CL_0002306_pc,0.0,roc_auc
CL_1000692_pc,0.0,roc_auc
gtex_esophagus,0.0,roc_auc
gtex_fallopian_tube,0.0,roc_auc
gtex_heart_muscle,0.0,roc_auc
gtex_lung,0.0,roc_auc
gtex_ovary,0.0,roc_auc
gtex_pituitary_gland,0.0,roc_auc
gtex_prostate,0.0,roc_auc
gtex_retina,0.0,roc_auc
gtex_salivary_gland,0.0,roc_auc
gtex_skeletal_muscle,0.0,roc_auc
gtex_skin,0.0,roc_auc
gtex_small_intestine,0.0,roc_auc
gtex_spinal_cord,0.0,roc_auc
gtex_spleen,0.0,roc_auc
gtex_stomach,0.0,roc_auc
gtex_testis,0.0,roc_auc
gnomad_possible_syn,0.0,roc_auc
